#chr	start	end	name	WT_DNAse_ZT02	WT_DNAse_ZT06	WT_DNAse_ZT10	WT_DNAse_ZT14	WT_DNAse_ZT18	WT_DNAse_ZT22	WT_DNAse_ZT26	WT_DNAse_ZTALL	WT_H3K27ac_ZT02	WT_H3K27ac_ZT06	WT_H3K27ac_ZT10	WT_H3K27ac_ZT14	WT_H3K27ac_ZT18	WT_H3K27ac_ZT22	WT_H3K27ac_ZT26	WT_H3K4me3_ZT02	WT_H3K4me3_ZT06	WT_H3K4me3_ZT10	WT_H3K4me3_ZT14	WT_H3K4me3_ZT18	WT_H3K4me3_ZT22	WT_H3K4me3_ZT26	WT_Pol2_ZT02	WT_Pol2_ZT06	WT_Pol2_ZT10	WT_Pol2_ZT14	WT_Pol2_ZT18	WT_Pol2_ZT22	WT_Pol2_ZT26
chr7	52369118	52369217		0	0.44	0.05	0.44	0.21	0.36	0.3	0.27	5.76	48.24	31.42	32.83	36.8	43.26	48.75	33.15	53.13	32.64	0	39.36	42.56	0	12.56	42.77	58.63	47.05	9.94	40.7	18.58
chr7	52369218	52369317		0.66	0.28	0.15	0.5	0.21	0.12	0.44	0.29	18.0	31.59	17.3	41.93	28.78	40.19	41.25	29.75	6.16	14.72	16.1	1.64	33.6	26.1	23.09	40.07	74.48	90.33	24.73	41.81	31.04
chr7	52369318	52369417		0	0.28	0.15	0.31	0.14	0.3	0.38	0.23	35.5	38.52	51.27	38.58	64.91	55.07	37.97	0	50.82	0	68.57	0	34.16	16.82	27.81	23.22	102.65	45.18	28.68	27.53	23.95
chr7	52369418	52369517		0.12	0.16	0.15	0.12	0.35	0.78	0.5	0.22	20.5	0.96	19.15	13.26	48.13	24.49	29.64	0	0	0	35.01	0	0	0	49.07	4.56	18.66	10.62	21.24	19.17	14.05
chr7	52369518	52369617		0.06	0.04	0	0.13	0.07	0.06	0.06	0.05	9.36	3.8	12.41	9.94	19.28	4.9	16.71	22.95	0	0	61.25	32.39	0	0	7.56	3.38	10.45	10.74	14.35	7.23	0
chr7	52369618	52369717		0.18	0.24	0.63	0.95	0.42	0	0.06	0.42	8.64	1.86	0	13.95	51.02	14.43	28.92	68.0	0	0	0	0	0	0	5.9	11.66	1.54	0.24	16.82	3.6	19.04
chr7	52369718	52369817		0.18	0.24	0.72	0.25	0.14	0	0.06	0.28	11.32	6.97	1.98	27.58	20.21	33.36	15.81	34.85	0	0	0	0	8.96	0	8.14	5.4	2.81	0	6.13	9.31	38.17
chr7	52369818	52369917		0	0.23	0	0.03	0	0	0.16	0.1	47.42	0.88	6.22	16.94	0	20.88	9.53	0	0	96.66	0	0	32.48	0	10.34	11.08	5.84	1.32	1.25	10.59	24.15
chr7	52369918	52370017		0	0.16	0	0	0	0	0	0.04	64.75	3.12	17.43	9.66	9.92	17.93	11.25	3.4	29.39	0	0	0	0	0	23.41	25.12	13.05	4.68	8.97	12.03	21.12
chr7	52370018	52370117		0.06	0.28	0.29	0.13	0.07	0.18	0.12	0.18	23.57	1.24	27.23	19.13	30.0	30.49	27.37	59.5	85.19	21.12	0	35.26	0	0	38.03	48.41	28.86	7.2	39.34	13.3	66.5
chr7	52370118	52370217		1.07	0.6	0.67	0.51	0.42	0.54	0.5	0.52	52.99	35.34	38.42	58.11	41.7	53.52	62.55	34.0	11.55	26.24	0	42.23	0	0	33.77	52.73	87.8	45.27	62.39	64.23	38.88
chr7	52370218	52370317		0.89	0.4	0.39	0.38	0.14	0.24	0.5	0.34	17.59	64.24	51.68	42.19	72.32	60.29	58.3	28.9	45.43	12.16	73.45	51.25	29.19	43.5	25.92	93.48	79.49	96.5	87.33	113.29	85.12
chr7	52370318	52370417		1.13	0.2	0.77	0.12	0.63	0.36	0.62	0.42	18.28	21.63	52.82	49.38	74.75	30.53	49.28	101.77	0	87.41	35.88	74.62	90.21	38.28	39.04	92.62	44.18	82.11	132.17	113.61	58.8
chr7	52370418	52370517		0.3	0.2	0.58	0.06	0.63	0.42	0.44	0.35	13.53	80.56	22.94	8.4	24.77	36.36	29.99	24.65	57.75	43.52	0	80.77	89.07	13.92	20.21	60.71	42.33	14.46	41.97	57.38	24.04
chr7	52370518	52370617		0.36	0.32	0.49	0	0.28	1.2	0.31	0.27	51.87	19.92	19.06	9.66	24.32	37.71	4.85	0	0	48.0	26.89	29.52	12.32	33.64	64.41	31.14	30.17	48.7	21.0	39.25	18.76
chr7	52370618	52370717		0.35	0.08	0.24	0.06	0.42	0.06	0.24	0.18	22.37	27.45	78.35	45.7	40.14	60.59	36.08	0	0	48.0	94.58	39.77	29.68	43.5	53.82	19.58	84.03	84.63	12.31	52.69	75.78
chr7	52370718	52370817		0.78	0.08	0.19	0.25	0	0	0.12	0.12	48.22	12.83	44.39	42.77	55.47	39.89	15.94	0	0	0	59.91	54.94	40.32	0	20.48	37.03	12.37	32.82	5.39	50.55	12.17
chr7	52370818	52370917		0.24	0.4	0.3	0.19	0.07	0.18	0.12	0.22	63.55	26.53	33.15	41.81	41.8	20.2	27.87	0	0	0	0	47.56	1.12	0	13.01	36.27	13.98	34.46	26.4	12.08	18.11
chr7	52370918	52371017		0.18	0.44	0.15	0.32	0.28	0.18	0.06	0.24	24.3	18.12	57.13	41.8	33.63	54.59	52.42	0	0	0	23.92	58.22	5.6	0	28.98	95.46	71.46	30.56	30.86	15.68	21.65
chr7	52371018	52371117		0.47	0.2	0.25	0.37	0.14	0	0.06	0.19	32.53	9.24	53.42	13.16	35.32	52.99	58.73	0	0	0	11.96	0	168.74	38.86	52.13	47.24	82.07	29.29	31.66	55.61	22.4
chr7	52371118	52371217		1.0	1.0	0.69	0.24	0.42	1.14	0.3	0.55	47.07	51.88	63.65	26.38	50.29	78.03	92.42	0	0	0	0	0	34.26	4.06	83.59	54.95	25.56	68.85	35.98	88.52	24.43
chr7	52371218	52371317		0.36	0.16	0.79	0.38	0.56	1.02	0.81	0.48	183.46	60.26	50.77	50.41	66.84	54.78	77.34	90.03	0	4.48	0	0	0	0	65.82	68.86	103.11	75.09	61.51	43.49	93.42
chr7	52371318	52371417		0.89	0.32	0.59	0.62	0.49	1.38	0.18	0.4	106.67	21.47	65.17	68.12	59.91	48.09	58.02	36.55	0	42.88	0	28.29	0	0	82.19	57.56	94.0	62.75	33.21	67.8	92.57
chr7	52371418	52371517		0.72	0.88	0.49	0.69	0.21	0.72	0.55	0.58	87.09	15.35	55.63	50.9	66.29	67.05	19.64	0	0	0	25.76	68.47	40.88	0	73.57	49.98	77.34	25.38	49.86	48.95	97.24
chr7	52371518	52371617		0.41	0.56	0.53	0.3	0.14	0.42	0.3	0.37	111.63	20.12	31.61	36.99	33.98	26.75	43.19	0	32.34	0	12.42	0	6.16	43.5	31.91	42.94	40.12	7.2	65.44	51.77	74.1
chr7	52371618	52371717		0.18	0.32	0.05	0.06	0.42	0.3	0.18	0.19	17.36	59.45	34.57	34.63	24.66	22.74	36.97	0	24.64	0	33.58	19.27	55.44	0	94.18	11.64	9.25	9.36	20.55	31.97	41.88
chr7	52371718	52371817		0.59	0.68	0.49	0.63	0.07	0.06	0.56	0.49	60.35	76.06	28.33	29.68	56.41	39.0	29.23	63.75	0	0	36.34	20.09	21.84	0	85.54	17.32	19.05	41.57	55.37	87.64	55.73
chr7	52371818	52371917		0.76	0.6	0.15	0.96	0.63	0.3	0.25	0.47	57.34	16.94	90.62	59.93	62.97	82.88	72.16	41.65	0	0	30.03	31.16	0	31.32	60.41	40.86	27.21	86.85	72.4	64.39	50.72
chr7	52371918	52372017		0.18	0.2	0.19	0.22	0.07	0.12	0.31	0.19	36.16	59.85	47.08	52.4	27.12	41.39	34.34	21.25	0	0	78.85	25.42	0	11.6	28.06	55.46	45.94	27.02	65.81	65.04	21.82
chr7	52372018	52372117		0.12	0.24	0.05	0.25	0	0.18	0	0.11	22.07	39.86	35.95	27.81	43.5	22.74	17.65	0	0	0	0	0	0	0	21.54	28.06	4.59	13.32	30.88	7.19	7.91
chr7	52372118	52372217		0.12	0.08	0.34	0.19	0.07	0.42	0.12	0.15	38.72	26.5	46.48	67.19	45.69	13.71	24.16	63.75	57.75	0	0	9.02	0	0	23.24	22.5	29.31	9.96	22.31	0	18.27
chr7	52372218	52372317		0.53	0.48	0.24	0	0.14	0.06	0.43	0.26	81.17	40.99	31.53	52.93	58.15	21.87	42.19	25.5	0	0	0	39.36	0	0	47.11	54.4	40.03	20.28	37.02	9.05	20.75
chr7	52372318	52372417		0.3	0.84	0.15	0.44	0.28	0.18	0.37	0.41	49.14	102.93	31.09	34.53	50.71	40.58	28.89	37.4	35.42	0	33.58	61.91	0	0	49.82	86.72	108.7	43.86	58.39	16.05	17.52
chr7	52372418	52372517		0.66	1.08	0.15	0.5	0.49	0.18	0.12	0.47	0.96	63.27	47.07	39.84	51.01	52.68	14.94	0	21.56	0	2.3	43.46	38.08	24.94	93.28	89.61	133.58	85.95	75.51	10.18	79.68
chr7	52372518	52372617		0.24	0.48	0.58	0.49	0.56	0.3	0.18	0.44	14.4	44.57	33.43	33.55	35.22	58.83	44.05	0	11.55	1.28	22.08	22.96	3.36	61.48	101.63	115.97	96.54	79.68	124.16	48.23	71.94
chr7	52372618	52372717		0.82	0.4	0.83	0.3	0.84	0.78	0.57	0.54	35.24	27.94	70.5	42.99	57.44	106.73	85.74	0	87.15	99.11	13.8	42.64	56.12	9.28	117.72	125.15	206.59	118.0	168.57	109.18	62.2
chr7	52372718	52372817		0.42	0.52	0.2	0.62	0.42	0	0.3	0.38	237.93	59.99	97.59	58.46	81.71	58.17	94.13	0	48.51	42.88	25.76	65.6	107.02	33.64	178.14	91.48	161.55	127.72	156.39	63.36	81.54
chr7	52372818	52372917		0.12	0.76	0.34	0.43	0.21	0.6	0.36	0.42	139.39	26.65	52.74	22.38	57.25	40.24	46.61	0	23.87	0	10.12	2.87	88.64	41.18	70.86	40.36	56.58	60.05	80.41	43.42	65.9
chr7	52372918	52373017		1.18	0.52	0.92	0.81	0.49	0.36	0.43	0.61	84.9	37.7	22.32	44.46	32.01	37.03	19.5	0	25.52	8.96	23.92	0	21.28	4.06	92.18	44.19	50.79	50.23	96.96	99.92	89.56
chr7	52373018	52373117		1.4	0.88	1.94	0.44	0.49	0.66	0.75	0.92	125.96	81.72	76.49	78.93	115.97	103.54	71.28	83.21	125.49	145.9	56.76	40.59	81.61	84.1	283.52	243.08	210.22	154.04	192.24	215.28	190.03
chr7	52373118	52373217		2.47	0.56	2.57	1.76	1.47	0.3	0.86	1.36	119.26	120.53	117.17	109.91	208.2	192.94	156.33	135.39	178.09	192.31	64.16	146.37	140.43	48.14	422.67	290.82	338.5	155.49	238.77	295.02	250.0
chr7	52373218	52373317		1.95	0.68	1.83	0.75	0.63	1.5	0.82	0.92	126.28	138.94	150.41	73.67	164.57	116.9	100.59	33.15	14.66	93.17	50.09	155.8	42.56	37.7	224.21	154.57	214.18	153.61	169.72	193.89	222.1
chr7	52373318	52373417		1.48	0.72	1.07	0.5	0.07	0.48	0.88	0.63	129.79	95.84	81.38	31.2	122.57	65.35	64.34	0	0	83.55	22.19	41.41	27.44	35.38	145.64	84.84	148.98	94.11	137.64	85.56	85.85
chr7	52373418	52373517		0.3	0.88	0.5	0.12	0.35	0.72	0.38	0.45	35.66	70.41	54.09	86.76	81.39	68.47	81.25	0	0	0	0	0	39.76	50.46	151.99	125.82	124.29	83.31	97.03	63.76	95.46
chr7	52373518	52373617		0.3	0.92	0.35	0.57	0.56	0.54	0.43	0.54	14.75	39.71	59.92	33.96	61.71	50.16	37.47	21.25	52.36	60.16	0	0	64.16	16.24	156.37	89.39	80.5	92.37	112.4	73.93	68.05
chr7	52373618	52373717		0.54	0.72	0.73	0.12	0.77	0	0.5	0.55	15.51	38.98	95.3	61.46	58.23	50.32	70.01	41.65	4.62	35.2	0	0	0	26.68	146.1	90.51	104.96	100.37	190.79	51.36	79.49
chr7	52373718	52373817		0.12	0.76	0.45	0.24	0.28	0.6	0.38	0.43	38.25	103.05	96.51	81.37	88.68	88.33	127.46	0	0	0	36.34	56.99	0	43.5	161.74	69.37	108.0	128.69	96.92	67.96	75.53
chr7	52373818	52373917		0.76	0.32	0.25	0.12	0.7	0.3	0.87	0.39	36.28	57.97	55.15	70.44	116.32	128.07	89.59	0	0	48.0	14.26	15.17	36.4	0	114.78	153.91	135.44	88.87	78.24	69.88	72.01
chr7	52373918	52374017		0.39	0.32	0.25	0.62	0.35	0.6	0.37	0.34	26.24	53.7	26.29	44.8	77.63	58.87	46.45	0	0	0	21.62	30.75	55.5	43.5	91.68	57.99	102.51	64.69	134.2	82.59	47.28
chr7	52374018	52374117		0.36	0.46	0.12	0.16	0.14	0.25	0.26	0.23	68.12	67.28	30.46	51.74	71.39	56.95	54.04	0	0	0	40.67	37.31	33.04	24.94	64.96	70.0	79.1	65.37	96.67	70.56	66.8
chr7	52374118	52374217		0.54	0.2	0.03	0.06	0.49	0.12	0.13	0.16	60.43	53.37	32.46	18.41	59.69	31.92	21.16	0	0	48.0	56.82	29.93	0	17.98	64.24	19.46	43.98	42.87	56.82	42.67	29.42
chr7	52374218	52374317		0.24	0.24	0.1	0.25	0.07	0.12	0.3	0.18	55.74	73.95	24.89	31.82	32.03	53.87	28.02	0	0	21.76	10.58	22.14	19.04	0	91.81	40.22	75.98	67.89	86.21	23.67	47.62
chr7	52374318	52374417		0.36	0.4	0	0.51	0.14	0.06	0.32	0.26	38.24	86.18	37.93	36.22	61.94	62.52	41.41	26.88	0	58.88	14.72	0	29.12	12.18	63.69	77.89	48.63	91.31	82.04	69.42	78.1
chr7	52374418	52374517		0.36	0.76	0.93	0.12	0.77	0.66	0.56	0.6	127.9	51.88	52.38	47.96	68.03	112.1	72.46	4.2	29.26	42.28	21.16	26.24	34.72	30.74	205.63	113.54	91.11	127.87	222.3	115.41	92.86
chr7	52374518	52374617		0.42	0.84	0.69	0.95	0.7	0.42	0.37	0.66	76.0	49.29	115.41	113.31	126.27	86.31	80.99	35.64	27.72	115.26	5.52	70.11	16.24	0	282.88	199.7	154.34	206.47	190.69	121.91	182.15
chr7	52374618	52374717		0.72	0.48	1.07	1.19	1.12	0.9	0.82	0.84	152.5	98.1	72.12	140.89	158.14	179.31	120.15	145.52	63.22	144.75	30.36	10.66	43.16	130.5	239.45	174.44	241.4	261.03	189.02	204.13	125.24
chr7	52374718	52374817		1.07	1.6	1.03	1.01	1.05	1.02	1.12	1.13	184.05	136.73	57.49	107.37	148.14	110.35	119.02	6.8	50.82	0	0	21.32	77.74	35.96	182.22	130.72	145.65	201.33	174.46	210.84	147.79
chr7	52374818	52374917		1.66	0.56	1.12	1.13	1.05	0.96	0.61	0.83	196.38	156.87	160.48	133.86	166.62	132.38	87.37	127.04	187.81	51.4	31.32	88.15	95.88	105.56	255.29	249.96	236.02	190.39	243.8	239.63	251.71
chr7	52374918	52375017		0.89	0.92	1.3	0.56	1.26	1.44	1.0	0.95	71.48	129.07	160.0	144.48	125.2	166.9	106.6	87.27	90.23	87.41	49.82	120.54	220.71	30.74	297.64	140.23	289.72	237.26	165.16	270.97	219.07
chr7	52375018	52375117		0.84	1.08	0.91	1.19	1.05	1.38	1.24	1.04	36.12	103.61	88.31	118.72	105.05	107.16	149.77	37.4	8.47	9.6	97.85	89.38	115.14	0	136.9	168.98	265.54	252.88	211.45	252.74	180.63
chr7	52375118	52375217		0.47	0.72	0.97	0.94	1.05	1.2	0.55	0.78	108.82	185.3	40.0	80.51	106.15	102.96	118.12	0	76.37	99.11	38.18	66.83	85.05	120.64	200.82	194.59	230.49	193.72	206.57	199.56	175.76
chr7	52375218	52375317		1.3	1.12	0.68	0.95	1.61	0.9	0.67	0.95	108.09	114.29	87.14	107.21	190.61	159.07	152.73	85.52	143.89	37.78	66.25	69.7	58.58	8.7	353.56	168.22	207.13	241.37	285.21	368.02	290.73
chr7	52375318	52375417		2.4	1.2	1.42	2.33	1.12	1.92	0.81	1.29	27.35	136.91	131.39	177.13	190.18	206.33	180.28	39.89	126.03	0	84.24	63.55	119.47	30.74	428.35	195.79	434.41	300.81	396.53	432.0	367.51
chr7	52375418	52375517		1.18	1.0	1.16	1.59	2.31	1.8	1.27	1.34	133.8	72.71	131.72	130.21	149.78	109.52	132.06	50.15	56.21	0	77.5	56.17	4.48	12.18	429.96	166.45	313.86	338.31	353.73	279.27	282.38
chr7	52375518	52375617		0.77	0.88	0.6	0.5	0.77	2.4	1.07	0.72	46.91	100.09	88.14	83.41	68.08	97.55	96.92	100.09	0	46.36	24.94	77.9	48.19	8.12	236.66	179.79	268.85	190.6	223.06	161.79	170.21
chr7	52375618	52375717		0.65	0.36	0.6	0.56	0.7	1.68	0.99	0.57	83.61	34.89	82.07	68.08	76.35	53.58	81.41	39.1	14.63	97.1	0	27.06	77.82	60.32	276.63	92.13	195.29	211.73	221.74	115.41	153.52
chr7	52375718	52375817		0.53	1.16	0.81	0.26	1.19	0.9	0.37	0.74	67.1	100.87	100.57	79.96	117.0	90.73	89.18	61.2	42.35	86.76	8.28	12.3	0	17.4	273.01	95.1	214.19	207.09	221.35	162.21	136.22
chr7	52375818	52375917		1.6	1.28	0.77	0.38	0.98	0.9	0.94	0.84	188.91	97.24	108.72	109.63	78.43	103.57	85.42	31.45	28.49	56.34	27.6	14.35	0	11.02	208.62	88.98	173.84	143.16	236.79	204.65	141.95
chr7	52375918	52376017		1.07	0.88	1.39	0.69	0.49	0	0.67	0.81	115.97	60.2	47.8	100.83	74.91	64.58	114.13	33.15	28.49	0	0	91.43	75.1	31.9	334.4	164.11	191.26	224.49	237.79	294.87	315.53
chr7	52376018	52376117		1.47	1.0	1.4	0.95	0.7	1.86	1.23	1.01	157.16	124.9	107.4	81.64	132.9	133.53	157.29	34.0	57.75	0	81.12	22.14	8.43	91.06	335.98	132.71	277.66	394.5	282.25	246.4	277.57
chr7	52376118	52376217		2.0	0.68	1.02	0.56	1.05	1.14	1.13	0.82	204.73	69.73	94.3	92.75	139.42	146.74	156.2	28.9	0	34.56	87.74	0	0	37.7	392.47	174.79	316.27	327.78	380.45	309.78	238.73
chr7	52376218	52376317		0.54	0.68	1.17	0.93	1.26	1.8	0.55	0.84	149.34	97.53	118.96	56.73	106.53	179.03	169.18	45.05	47.74	47.36	12.08	0	17.92	11.6	269.79	152.68	201.75	301.55	330.06	205.08	200.76
chr7	52376318	52376417		0.9	0.96	0.8	0.88	0.49	0.9	0.98	0.78	92.2	67.74	107.58	135.95	172.22	185.93	224.26	34.0	9.24	14.08	15.18	32.39	45.4	33.06	277.8	114.47	155.46	301.86	300.19	106.02	174.02
chr7	52376418	52376517		1.07	0.76	0.73	0.93	0.42	2.1	0.37	0.62	245.75	59.08	131.12	126.62	158.11	175.55	165.77	46.75	36.96	46.08	79.85	72.57	61.43	41.18	327.21	94.86	175.86	337.9	280.67	165.87	319.73
chr7	52376518	52376617		1.02	1.32	1.09	0.76	1.19	1.14	1.0	1.02	216.41	83.65	72.31	92.59	73.22	158.14	109.03	55.25	60.06	116.48	13.35	86.51	80.11	0	328.35	73.46	230.41	215.93	295.54	208.25	216.4
chr7	52376618	52376717		0.96	1.04	1.07	1.44	1.54	0.9	0.69	1.05	190.7	121.05	84.8	109.03	80.51	112.27	130.39	7.65	47.74	62.18	0	70.52	44.95	0	328.73	108.2	131.69	231.94	244.59	141.58	105.85
chr7	52376718	52376817		1.85	1.84	1.81	0.82	2.52	1.56	2.02	1.69	278.55	99.86	133.07	95.67	95.46	115.2	105.49	55.96	134.73	52.69	25.3	86.51	38.83	77.14	562.7	198.75	262.51	359.84	365.14	272.26	280.73
chr7	52376818	52376917		2.9	1.52	3.14	1.5	3.34	3.54	3.68	2.49	302.71	81.61	116.77	96.17	123.57	111.94	101.19	116.07	6.93	146.27	65.28	5.74	128.64	9.28	741.0	318.01	476.14	524.14	492.9	469.89	579.85
chr7	52376918	52377017		2.01	2.28	4.06	2.4	4.52	3.19	4.47	3.33	209.01	96.24	102.72	115.23	144.49	162.6	119.88	37.4	0	112.73	121.98	91.84	2.24	33.06	768.52	302.83	445.22	551.89	662.7	494.42	727.01
chr7	52377018	52377117		2.88	2.0	3.32	3.16	2.66	2.28	4.52	2.95	87.91	136.78	178.67	158.65	180.98	233.32	148.65	139.59	0	51.27	137.81	135.3	173.84	151.38	893.86	393.36	461.28	513.15	774.74	881.03	801.08
chr7	52377118	52377217		1.97	1.48	2.91	0.81	1.82	2.64	3.01	1.92	252.53	147.0	196.82	223.76	209.66	246.72	243.37	484.7	136.96	139.11	157.73	178.35	244.98	218.08	780.8	304.09	453.97	515.37	581.77	607.17	591.26
chr7	52377218	52377317		1.7	0.68	2.19	1.08	2.38	1.26	1.83	1.48	300.33	220.7	298.0	195.95	254.85	298.67	323.6	505.85	220.42	94.71	0	214.43	143.8	344.52	512.93	253.95	359.77	396.92	495.98	243.71	446.35
chr7	52377318	52377417		1.42	1.04	2.14	0.69	1.75	1.08	1.38	1.34	260.05	154.53	247.11	132.59	233.1	259.72	235.21	239.6	222.68	83.2	34.39	53.71	157.95	240.7	301.56	205.32	173.87	219.83	365.97	253.86	207.37
chr7	52377418	52377517		0.65	1.24	1.74	0.63	0.98	1.32	1.45	1.17	156.71	145.65	219.43	200.16	201.33	216.86	258.34	350.05	50.27	0	63.87	30.34	150.51	215.18	238.77	156.72	154.92	241.24	320.25	257.66	197.31
chr7	52377518	52377617		0.89	0.84	0.84	0.68	1.82	1.26	0.92	0.93	324.85	208.89	168.81	173.14	232.4	168.83	203.87	100.04	69.48	42.91	79.38	79.54	222.41	204.74	179.77	111.01	259.32	170.99	251.39	140.7	182.72
chr7	52377618	52377717		1.2	0.52	1.4	0.93	0.84	1.08	1.36	0.93	218.51	205.75	137.18	163.52	196.84	139.26	181.95	48.42	133.76	101.38	43.95	78.72	203.62	55.1	162.17	119.4	130.66	196.45	165.04	140.05	132.33
chr7	52377718	52377817		0.99	0.97	1.09	1.12	1.01	0.51	0.86	0.95	134.36	146.28	99.93	128.19	192.24	167.05	171.58	103.69	101.97	30.27	40.74	174.08	66.47	40.6	134.0	78.05	94.34	155.39	116.4	145.25	121.65
chr7	52377818	52377917		0.78	1.51	1.75	1.26	1.26	1.32	1.4	1.47	144.99	124.87	141.6	137.47	215.79	245.25	214.71	252.87	130.9	57.75	96.4	101.65	102.78	15.75	147.82	68.49	103.24	160.24	138.16	87.08	101.59
chr7	52377918	52378017		0.84	1.18	2.41	1.44	2.2	1.14	1.11	1.59	167.75	133.9	127.86	120.13	251.91	219.81	227.98	209.25	69.72	0	93.77	13.94	152.26	106.77	201.74	150.85	143.83	237.42	190.93	150.54	124.95
chr7	52378018	52378117		1.24	1.24	1.4	2.08	1.61	0.72	1.88	1.5	138.22	129.24	167.27	144.22	200.78	183.45	218.72	155.61	153.75	3.84	11.04	45.51	104.26	94.54	201.92	148.78	265.18	244.98	180.25	202.08	190.88
chr7	52378118	52378217		2.12	1.86	1.45	2.07	1.68	1.92	1.4	1.62	108.08	82.42	189.92	158.29	215.15	148.87	193.21	186.07	154.75	116.59	76.31	216.89	62.53	40.02	179.09	272.87	248.52	200.42	154.48	196.01	152.48
chr7	52378218	52378317		1.72	1.1	1.57	1.5	1.47	1.74	1.64	1.36	63.37	91.84	156.03	110.25	162.21	134.96	160.89	133.63	40.04	82.86	63.01	132.96	101.66	82.65	149.57	154.51	174.12	219.29	110.19	169.34	153.26
chr7	52378318	52378417		0.3	1.52	1.81	0.93	1.46	1.08	1.9	1.44	156.52	150.07	107.64	101.29	118.97	141.76	132.04	84.58	16.94	152.2	54.07	160.17	50.64	226.49	166.74	146.85	186.27	210.16	191.19	193.31	129.42
chr7	52378418	52378517		0.95	1.24	2.6	1.63	1.61	1.32	1.93	1.73	104.18	184.92	133.2	194.21	154.66	197.09	156.58	104.24	0	322.06	124.53	154.16	165.84	323.06	143.31	102.35	171.39	241.03	213.19	184.64	159.34
chr7	52378518	52378617		0.9	1.48	1.81	1.24	1.33	2.52	1.14	1.35	83.28	193.72	199.13	164.27	187.58	219.96	208.16	180.3	100.47	78.95	182.99	170.97	123.53	160.08	225.18	94.98	169.46	153.9	231.49	181.64	122.41
chr7	52378618	52378717		1.02	2.16	1.46	1.06	1.54	0.42	1.05	1.44	220.2	237.75	235.67	291.27	182.83	269.94	237.14	176.24	314.04	362.44	294.17	347.38	414.98	405.42	167.8	141.98	113.69	143.29	185.22	165.98	127.8
chr7	52378718	52378817		1.71	1.76	1.26	1.12	1.54	1.32	1.6	1.4	370.43	515.52	281.96	373.44	293.22	264.33	256.93	765.98	855.72	304.0	461.26	477.52	774.93	530.7	105.18	133.54	134.54	143.19	136.08	124.2	128.83
chr7	52378818	52378917		0.54	1.14	1.41	1.15	1.6	1.92	1.49	1.26	406.87	507.88	312.93	280.4	377.82	358.54	313.48	849.85	622.58	476.36	837.26	629.48	684.66	777.2	143.16	83.93	61.26	99.15	91.46	102.26	49.78
chr7	52378918	52379017		0.66	0.96	2.11	0.67	1.96	1.02	2.55	1.5	421.66	428.76	453.35	481.17	423.55	439.29	411.41	833.87	1023.81	1155.41	1337.94	990.15	1222.56	1164.93	54.45	104.77	130.28	62.43	92.01	64.22	75.28
chr7	52379018	52379117		0.78	2.48	3.55	1.89	2.87	0.6	1.35	2.42	792.19	659.28	707.09	818.57	722.64	629.56	527.8	2055.89	2475.38	2198.63	2892.03	1707.84	1756.47	2289.23	91.6	150.96	159.12	90.93	67.31	64.61	87.33
chr7	52379118	52379217		1.72	3.24	5.47	3.92	3.5	3.91	2.23	3.66	1138.28	982.47	993.78	1215.6	1200.15	1011.1	986.58	3575.26	3757.91	3856.08	3751.1	2711.26	3659.71	3147.83	237.36	128.28	211.47	139.6	134.51	129.86	192.47
chr7	52379218	52379317		1.66	2.24	6.7	4.47	4.89	4.26	3.43	4.17	1158.07	1425.09	1303.38	1780.51	1569.4	1467.56	1541.32	4215.96	4606.69	4840.6	5456.61	3781.56	4786.07	5167.86	206.94	151.4	193.17	263.42	228.41	196.34	275.93
chr7	52379318	52379417		2.83	3.08	6.27	3.91	6.9	6.12	4.82	4.81	1475.08	1560.42	1559.24	2068.18	1566.0	1801.44	1665.07	6053.24	5520.89	5487.83	5935.09	4456.8	5290.88	5737.93	288.61	121.36	272.62	237.85	181.44	213.27	232.56
chr7	52379418	52379517		5.26	3.8	10.19	4.24	8.73	9.63	6.49	6.48	2308.83	2939.63	2726.62	3277.55	2745.86	3107.01	2759.61	9818.27	9845.17	8109.21	6762.43	5239.64	7597.06	7740.44	408.82	221.72	333.51	335.98	378.33	385.09	407.39
chr7	52379518	52379617		2.88	5.84	15.45	5.01	12.29	7.26	7.41	9.1	2517.89	2430.38	2635.98	3060.98	2730.05	3028.72	2716.29	9218.33	9317.55	7367.51	6211.1	4602.49	6587.68	7071.38	1414.9	873.02	1237.22	1475.39	1559.97	1787.3	1539.15
chr7	52379618	52379717		10.43	12.05	39.15	24.35	30.85	33.25	21.09	24.81	818.77	998.22	1059.39	1196.7	1355.76	1367.85	1300.96	5442.16	5125.6	3794.96	3080.94	1972.68	3248.67	3958.15	2903.82	1246.09	2530.57	2405.48	2393.56	2557.44	3230.86
chr7	52379718	52379817		11.12	19.12	54.29	30.83	45.06	42.64	33.27	35.66	207.57	239.53	184.77	343.54	244.42	248.87	265.62	689.76	551.43	656.14	686.86	463.01	871.1	755.16	2990.45	1116.54	2644.53	2287.4	2530.7	2333.39	2842.39
chr7	52379818	52379917		20.69	22.16	73.12	48.85	72.98	51.86	48.6	50.87	158.55	159.03	169.84	174.56	154.34	205.74	129.93	433.09	138.47	370.24	354.0	111.93	97.53	102.66	2403.59	901.69	2256.12	2000.82	2237.71	2080.52	1649.93
